image_path,age,gender
C:\Users\hp\my_ai_project\src\..\data\processed\processed_100_0_0_20170112215240346.jpg.chip.jpg,100,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_100_1_0_20170110183726390.jpg.chip.jpg,100,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_100_1_0_20170112213303693.jpg.chip.jpg,100,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_100_1_2_20170112222336458.jpg.chip.jpg,100,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20161220222308131.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170103200522151.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170103233459275.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170104013211746.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110220033115.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110220111082.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110220235233.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110220316298.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110220530650.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110220539329.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110220548521.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110220654150.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110221719390.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110224223937.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110224402264.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110224416035.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110224500062.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110224524253.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110224725285.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225035898.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225246490.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225442428.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225451638.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225502403.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225518663.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225528484.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225537307.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225546130.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225557604.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170110225601897.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170116201328751.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170116201337172.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170117175625724.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_0_20170120220628194.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_1_20170104010841239.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_1_20170110223848885.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_1_20170110225339066.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_1_20170116225209209.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_3_20170104225238736.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_3_20170105175322885.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_4_20161221192738446.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_4_20170103200335831.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_4_20170103200409638.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_4_20170103200443015.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_4_20170103201924664.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_0_4_20170103212521420.jpg.chip.jpg,10,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20161220222001459.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170103175323250.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170103200654246.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109202251032.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109202346880.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203245653.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203427416.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203438428.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203501969.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203512075.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203608654.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203642966.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203653735.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203905538.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109203924076.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204244904.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204255055.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204259563.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204338404.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204422889.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204435809.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204502951.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204617417.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204746535.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204844109.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204859493.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109204931156.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109205134282.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109205141310.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_0_20170109205208368.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_1_20170109203520178.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_1_20170109203522559.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_1_20170109204636561.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_1_20170117134313205.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_2_20170103201007646.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_2_20170104005417671.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_2_20170109205037024.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_2_20170116175840105.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_3_20170104221645430.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_3_20170104221711437.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_3_20170109203848078.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_3_20170112211048149.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_3_20170117144247699.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_3_20170119150820222.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_4_20161223225854867.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_4_20161223225900460.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_4_20170104005649671.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_10_1_4_20170117195152197.jpg.chip.jpg,10,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_110_1_0_20170120134701015.jpg.chip.jpg,110,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_111_1_0_20170120134646399.jpg.chip.jpg,111,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_115_1_0_20170120134725991.jpg.chip.jpg,115,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_115_1_1_20170112213257263.jpg.chip.jpg,115,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_116_1_0_20170120134921760.jpg.chip.jpg,116,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170103200509559.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170104012556563.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110220408722.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110220453002.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110220500946.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110224233654.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110224340941.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110224408700.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110224505551.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110224606036.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110225327724.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_0_20170110225459361.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_3_20170104230222352.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_0_4_20170103200621488.jpg.chip.jpg,11,0
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170103200517422.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109203327397.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109203353740.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109203400684.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109203422194.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109203919852.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109204030951.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109204123358.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109204523092.jpg.chip.jpg,11,1
C:\Users\hp\my_ai_project\src\..\data\processed\processed_11_1_0_20170109204611305.jpg.chip.jpg,11,1
